"","X","Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference..cm.","Depth..cm.","Diameter..cm.","Height..cm.","Length..cm.","Weight..kg.","Width..cm.","Seat.Height..cm.","Duration..sec.."
"306",73233,"Western Air","Robert Motherwell","4126","American, 1915–1991","American","1915","1991","Male","1946-47","Oil and sand on canvas","6' x 54"" (182.9 x 137.2 cm)","Purchase (by exchange)","75.1950","Painting","Painting & Sculpture","1950-01-27","Y",78691,"http://www.moma.org/collection/works/78691","http://www.moma.org/media/W1siZiIsIjE1MTQ4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eef0463ac4a66f65",NA,NA,NA,182.9,NA,NA,137.2,NA,NA
"307",73234,"The Meeting","Richard Lindner","3559","American, born Germany. 1901–1978","American","1901","1978","Male","1953","Oil on canvas","60"" x 6' (152.4 x 182.9 cm)","Given anonymously","75.1962","Painting","Painting & Sculpture","1962-02-06","Y",78692,"http://www.moma.org/collection/works/78692","http://www.moma.org/media/W1siZiIsIjE1MTQ4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=66705826417ab4fd",NA,NA,NA,152.4,NA,NA,182.9,NA,NA
"308",73235,"Yellow Asymmetry","Guido Molinari","4050","Canadian, 1933–2004","Canadian","1933","2004","Male","1959","Synthetic polymer paint on canvas","60 x 48"" (152.1 x 122 cm)","Gift of Mr. and Mrs. Monroe Geller","75.1963","Painting","Painting & Sculpture","1963-02-13","Y",78693,"http://www.moma.org/collection/works/78693","http://www.moma.org/media/W1siZiIsIjIwODE0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=88f3a9e43b3f885d",NA,NA,NA,152.1,NA,NA,122,NA,NA
"309",73236,"Composition","Jean Hélion","2586","French, 1904–1987","French","1904","1987","Male","Paris 1936","Oil on canvas","39 1/4 x 31 7/8"" (99.7 x 80.9 cm)","Gift of the Advisory Committee","76.1936","Painting","Painting & Sculpture","1937-05-11","Y",78694,"http://www.moma.org/collection/works/78694","http://www.moma.org/media/W1siZiIsIjE4NDQxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5be9b45cbbf02af9",NA,NA,NA,99.7,NA,NA,80.9,NA,NA
"310",73237,"Harlequin","Pablo Picasso","4609","Spanish, 1881–1973","Spanish","1881","1973","Male","Paris, late 1915","Oil on canvas","6' 1/4"" x 41 3/8"" (183.5 x 105.1 cm)","Acquired through the Lillie P. Bliss Bequest","76.1950","Painting","Painting & Sculpture","1950-01-27","Y",78696,"http://www.moma.org/collection/works/78696","http://www.moma.org/media/W1siZiIsIjE1MTQ4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eac044ce3077fad5",NA,NA,NA,183.5,NA,NA,105.1,NA,NA
"311",73238,"Chronic Hollow","Ida Applebroog","205","American, born 1929","American","1929","0","Female","1989","Oil on canvas, six parts","Overall 7' 10 1/2"" x 9' 8 1/8"" (240 x 295 cm)","Acquired with matching funds from The Millstream Fund and the National Endowment for the Arts, and purchase","76.1989.a-f","Painting","Painting & Sculpture","1989-05-08","Y",78697,"http://www.moma.org/collection/works/78697","http://www.moma.org/media/W1siZiIsIjE0MTY4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=740f344dcd626647",NA,NA,NA,240,NA,NA,295,NA,NA
"312",73239,"Rider (Untitled VII)","Willem de Kooning","3213","American, born the Netherlands. 1904–1997","American","1904","1997","Male","1985","Oil on canvas","70"" x 6' 8"" (177.8 x 203.2 cm)","Purchase and gift of Milly and Arnold Glimcher","76.1991","Painting","Painting & Sculpture","1991-04-08","Y",78698,"http://www.moma.org/collection/works/78698","http://www.moma.org/media/W1siZiIsIjIwMzU0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=02647c4fd92169cf",NA,NA,NA,177.8,NA,NA,203.2,NA,NA
"313",73240,"Number 1A, 1948","Jackson Pollock","4675","American, 1912–1956","American","1912","1956","Male","1948","Oil and enamel paint on canvas","68"" x 8' 8"" (172.7 x 264.2 cm)","Purchase","77.1950","Painting","Painting & Sculpture","1950-01-27","Y",78699,"http://www.moma.org/collection/works/78699","http://www.moma.org/media/W1siZiIsIjIwMzA5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=363e6254b662a2fd",NA,NA,NA,172.7,NA,NA,264.2,NA,NA
"314",73241,"Oompalik","Maurice Sievan","5420","American, born Ukraine. 1898–1981","American","1898","1981","Male","1962","Oil on canvas","69 1/8 x 59 1/4"" (175.4 x 150.4 cm)","Larry Aldrich Foundation Fund","77.1963","Painting","Painting & Sculpture","1963-02-13","Y",78700,"http://www.moma.org/collection/works/78700","",NA,NA,NA,175.4,NA,NA,150.4,NA,NA
"315",73242,"Mama, Papa Is Wounded!","Yves Tanguy","5804","American, born France. 1900–1955","American","1900","1955","Male","1927","Oil on canvas","36 1/4 x 28 3/4"" (92.1 x 73 cm)","Purchase","78.1936","Painting","Painting & Sculpture","1936-10-22","Y",78701,"http://www.moma.org/collection/works/78701","http://www.moma.org/media/W1siZiIsIjE1MTQ4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=75bef1a1563ee280",NA,NA,NA,92.1,NA,NA,73,NA,NA
"316",73243,"Descent from the Cross","Roger van Rogger","4995","Belgian, 1914–1983","Belgian","1914","1983","Male","1946-49","Oil on canvas","57 1/8"" x 6' 11"" (145.1 x 210.8 cm)","Given anonymously","78.1950","Painting","Painting & Sculpture","1950-01-27","Y",78702,"http://www.moma.org/collection/works/78702","",NA,NA,NA,145.1,NA,NA,210.8,NA,NA
"317",73244,"Music (Sketch)","Henri Matisse","3832","French, 1869–1954","French","1869","1954","Male","Collioure, spring-summer 1907","Oil and charcoal on canvas","29 x 24"" (73.4 x 60.8 cm)","Gift of A. Conger Goodyear in honor of Alfred H. Barr, Jr.","78.1962","Painting","Painting & Sculpture","1962-02-06","Y",78703,"http://www.moma.org/collection/works/78703","http://www.moma.org/media/W1siZiIsIjE1MTQ5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2262ac494ff02327",NA,NA,NA,73.4,NA,NA,60.8,NA,NA
"318",73245,"Red, Blue, Purple Circle","David Simpson","5443","American, born 1928","American","1928","0","Male","1962","Oil on canvas","48 1/8"" (122.2 cm) diameter","Larry Aldrich Foundation Fund","78.1963","Painting","Painting & Sculpture","1963-02-13","Y",78704,"http://www.moma.org/collection/works/78704","",NA,NA,NA,122.2,NA,NA,NA,NA,NA
"319",73246,"Purple Fill","Morris Louis","3607","American, 1912–1962","American","1912","1962","Male","1962","Synthetic polymer paint on canvas","7' 3"" x 27 1/2"" (221 x 69.9 cm)","Gift of Mr. and Mrs. Donald B. Straus","78.1991","Painting","Painting & Sculpture","1991-04-08","Y",78705,"http://www.moma.org/collection/works/78705","http://www.moma.org/media/W1siZiIsIjE1NzQ3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1d95f9911595b9c9",NA,NA,NA,221,NA,NA,69.9,NA,NA
"320",73247,"Woman with Pineapple","Rufino Tamayo","5795","Mexican, 1899–1991","Mexican","1899","1991","Male","1941","Oil on canvas","40 x 30"" (101.6 x 76.2 cm)","Gift of friends of the artist","79.1943","Painting","Painting & Sculpture","1943-05-12","Y",78707,"http://www.moma.org/collection/works/78707","http://www.moma.org/media/W1siZiIsIjE1OTExMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=139e728cc98f6e2f",NA,NA,NA,101.6,NA,NA,76.2,NA,NA
"321",73248,"Father D'Arcy","Elsa Schmid","5227","American, born Germany. 1897–1970","American","1897","1970","Female","1948-49","Mosaic and modeled fresco","31 1/4 x 17 1/2"" (79.4 x 44.5 cm)","Gift of Mrs. Charles Suydam Cutting","79.1950","Painting","Painting & Sculpture","1950-01-27","Y",78708,"http://www.moma.org/collection/works/78708","http://www.moma.org/media/W1siZiIsIjIyNTM0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eac54463f95d1b2d",NA,NA,NA,79.4,NA,NA,44.5,NA,NA
"322",73249,"Clown","Georges Rouault","5053","French, 1871–1958","French","1871","1958","Male","1912","Oil on canvas","35 3/8 x 26 7/8"" (89.8 x 68.2 cm)","Gift of Nate B. and Frances Spingold","79.1958","Painting","Painting & Sculpture","1973-10-09","Y",78709,"http://www.moma.org/collection/works/78709","http://www.moma.org/media/W1siZiIsIjIxMDE5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=66f7d6fdf0f72575",NA,NA,NA,89.8,NA,NA,68.2,NA,NA
"323",73250,"Great American Nude, 2","Tom Wesselmann","6318","American, 1931–2004","American","1931","2004","Male","1961","Synthetic polymer paint, gesso, charcoal, enamel, oil, and collage on plywood","59 5/8 x 47 1/2"" (151.5 x 120.5 cm)","Larry Aldrich Foundation Fund","79.1963","Painting","Painting & Sculpture","1963-02-13","Y",78711,"http://www.moma.org/collection/works/78711","http://www.moma.org/media/W1siZiIsIjIwODE2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=63fc4d3a4753f1a3",NA,NA,NA,151.5,NA,NA,120.5,NA,NA
"324",73251,"Bed","Robert Rauschenberg","4823","American, 1925–2008","American","1925","2008","Male","1955","Oil and pencil on pillow, quilt, and sheet on wood supports","6' 3 1/4"" x 31 1/2"" x 8"" (191.1 x 80 x 20.3 cm)","Gift of Leo Castelli in honor of Alfred H. Barr, Jr.","79.1989","Painting","Painting & Sculpture","1989-05-08","Y",78712,"http://www.moma.org/collection/works/78712","http://www.moma.org/media/W1siZiIsIjgwNzYzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=7a3cd646589410bf",NA,20.32,NA,191.1,NA,NA,80,NA,NA
"325",73252,"Interior with a Young Girl (Girl Reading)","Henri Matisse","3832","French, 1869–1954","French","1869","1954","Male","Paris 1905-06","Oil on canvas","28 5/8 x 23 1/2"" (72.7 x 59.7 cm)","Fractional gift of Mr. and Mrs. David Rockefeller","79.1991","Painting","Painting & Sculpture","1991-04-08","Y",78713,"http://www.moma.org/collection/works/78713","http://www.moma.org/media/W1siZiIsIjE1MTQ5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3579c2848875677b",NA,NA,NA,72.7,NA,NA,59.7,NA,NA
"326",73253,"Fishes","Amelia Peláez Del Casal","4541","Cuban, 1896–1968","Cuban","1896","1968","Female","1943","Oil on canvas","45 1/2 x 35 1/8"" (115.6 x 89.2 cm)","Inter-American Fund","80.1944","Painting","Painting & Sculpture","1944-05-02","Y",78714,"http://www.moma.org/collection/works/78714","http://www.moma.org/media/W1siZiIsIjE2MTM3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=df73edfbac968033",NA,NA,NA,115.6,NA,NA,89.2,NA,NA
"327",73254,"Autumn Landscape","Maurice de Vlaminck","6177","French, 1876–1958","French","1876","1958","Male","c. 1905","Oil on canvas","18 1/4 x 21 3/4"" (46.2 x 55.2 cm)","Gift of Nate B. and Frances Spingold","80.1958","Painting","Painting & Sculpture","1973-10-09","Y",78715,"http://www.moma.org/collection/works/78715","http://www.moma.org/media/W1siZiIsIjE0OTg0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e3afcfcde5f8e6aa",NA,NA,NA,46.2,NA,NA,55.2,NA,NA
"328",73255,"Thanksgiving Turkey","Joan Brown","807","American, 1938–1990","American","1938","1990","Female","1959","Oil on canvas","47 7/8 x 47 7/8"" (121.5 x 121.5 cm)","Larry Aldrich Foundation Fund","80.1960","Painting","Painting & Sculpture","1960-05-02","Y",78716,"http://www.moma.org/collection/works/78716","http://www.moma.org/media/W1siZiIsIjIyMzgyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=262341b3a6182cd0",NA,NA,NA,121.5,NA,NA,121.5,NA,NA
"329",73256,"The Reservoir, Horta de Ebro","Pablo Picasso","4609","Spanish, 1881–1973","Spanish","1881","1973","Male","Horta de San Joan, summer 1909","Oil on canvas","24 1/8 x 20 1/8"" (61.5 x 51.1 cm)","Fractional and promised gift of Mr. and Mrs. David Rockefeller","81.1991","Painting","Painting & Sculpture","1991-04-08","Y",78718,"http://www.moma.org/collection/works/78718","http://www.moma.org/media/W1siZiIsIjE1MTUwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=73d7c13773d431bc",NA,NA,NA,61.5,NA,NA,51.1,NA,NA
"330",73257,"The She-Wolf","Jackson Pollock","4675","American, 1912–1956","American","1912","1956","Male","1943","Oil, gouache, and plaster on canvas","41 7/8 x 67"" (106.4 x 170.2 cm)","Purchase","82.1944","Painting","Painting & Sculpture","1944-05-02","Y",78719,"http://www.moma.org/collection/works/78719","http://www.moma.org/media/W1siZiIsIjIwMzA5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=33aa18440ab8b864",NA,NA,NA,106.4,NA,NA,170.2,NA,NA
"331",73258,"Painting","Harry Zolotow","6579","American, born Ukraine. 1888–1963","American","1888","1963","Male","1946","Oil on canvas","54 1/4 x 40"" (137.8 x 101.6 cm)","Gift of the artist","82.1947","Painting","Painting & Sculpture","1947-03-13","Y",78720,"http://www.moma.org/collection/works/78720","",NA,NA,NA,137.8,NA,NA,101.6,NA,NA
"332",73259,"Seated Bather","Pablo Picasso","4609","Spanish, 1881–1973","Spanish","1881","1973","Male","Paris, early 1930","Oil on canvas","64 1/4 x 51"" (163.2 x 129.5 cm)","Mrs. Simon Guggenheim Fund","82.1950","Painting","Painting & Sculpture","1950-01-27","Y",78721,"http://www.moma.org/collection/works/78721","http://www.moma.org/media/W1siZiIsIjE1MTUxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2f41577f321b2687",NA,NA,NA,163.2,NA,NA,129.5,NA,NA
"333",73260,"Jacob's Ladder","Helen Frankenthaler","1974","American, 1928–2011","American","1928","2011","Female","1957","Oil on canvas","9' 5 3/8"" x 69 7/8"" (287.9 x 177.5 cm)","Gift of Hyman N. Glickstein","82.1960","Painting","Painting & Sculpture","1960-05-02","Y",78722,"http://www.moma.org/collection/works/78722","http://www.moma.org/media/W1siZiIsIjE1MTUxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8620e28a179765ca",NA,NA,NA,287.9,NA,NA,177.5,NA,NA
"334",73261,"Abstract Painting, Red","Ad Reinhardt","4856","American, 1913–1967","American","1913","1967","Male","1952","Oil on canvas","9' x 40 1/8"" (274.4 x 102 cm)","Gift of Mr. and Mrs. Gifford Phillips","82.1991","Painting","Painting & Sculpture","1991-04-08","Y",78723,"http://www.moma.org/collection/works/78723","http://www.moma.org/media/W1siZiIsIjE3OTUyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=325f9c21498f9e44",NA,NA,NA,274.3,NA,NA,101.9,NA,NA
"335",73262,"Still Life","Juan Gris","2349","Spanish, 1887–1927","Spanish","1887","1927","Male","1917","Oil over bronze paint on plywood","28 3/4 x 39 1/4"" (72.9 x 99.5 cm)","Gift of Mr. and Mrs. Ralph F. Colin (Mrs. Colin retaining a life interest)","83.1958","Painting","Painting & Sculpture","1958-04-22","Y",78726,"http://www.moma.org/collection/works/78726","",NA,NA,NA,73,NA,NA,99.7,NA,NA
"336",73263,"Landscape, 47","Natalia Goncharova","2229","Russian, 1881–1962","Russian","1881","1962","Female","1912","Oil on canvas","21 1/2 x 18 3/8"" (54.6 x 46.7 cm)","Gift of the artist","84.1936","Painting","Painting & Sculpture","1937-05-11","Y",78727,"http://www.moma.org/collection/works/78727","http://www.moma.org/media/W1siZiIsIjE1NjkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=e0a2f4d7420f1023",NA,NA,NA,54.6,NA,NA,46.7,NA,NA
"337",73264,"Meditation on an Oak Leaf","André Masson","3821","French, 1896–1987","French","1896","1987","Male","1942","Tempera, pastel and sand on canvas","40 x 33"" (101.6 x 83.8 cm)","Given anonymously","84.1950","Painting","Painting & Sculpture","1950-02-25","Y",78728,"http://www.moma.org/collection/works/78728","http://www.moma.org/media/W1siZiIsIjE1MTUxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f611a60f357d39cb",NA,NA,NA,101.6,NA,NA,83.8,NA,NA
"338",73265,"A Bedroom in Venice","Sean Scully","5305","American, born Ireland 1945","American","1945","0","Male","1988","Oil on canvas","8' x 10' (243.8 x 304.8 cm)","Fractional and promised gift of Agnes Gund","84.1991","Painting","Painting & Sculpture","1991-04-08","Y",78729,"http://www.moma.org/collection/works/78729","http://www.moma.org/media/W1siZiIsIjE2ODc2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f4bae00a54ca940f",NA,NA,NA,243.8,NA,NA,304.8,NA,NA
"339",73266,"The Sea","Max Ernst","1752","French and American, born Germany. 1891–1976","French","1891","1976","Male","1928","Painted plaster on canvas","22 x 18 1/2"" (55.9 x 47 cm)","Purchase","85.1936","Painting","Painting & Sculpture","1936-12-17","Y",78730,"http://www.moma.org/collection/works/78730","http://www.moma.org/media/W1siZiIsIjIxMDIwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4237c3c7882a7052",NA,NA,NA,55.9,NA,NA,47,NA,NA
"340",73267,"Still Life with Fish, II","Bernard Buffet","855","French, 1928–1999","French","1928","1999","Male","1949","Oil on canvas","16 3/8 x 33 1/2"" (41.6 x 85.1 cm)","Mrs. Cornelius J. Sullivan Fund","85.1950","Painting","Painting & Sculpture","1950-04-24","Y",78731,"http://www.moma.org/collection/works/78731","http://www.moma.org/media/W1siZiIsIjE1ODkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=011e9691c8143601",NA,NA,NA,41.6,NA,NA,85.1,NA,NA
"341",73268,"Orange Grove at Night","Renato Guttuso","2423","Italian, 1912–1987","Italian","1912","1987","Male","1957","Oil on canvas","55 3/8"" x 7' 6 5/8"" (140.6 x 230.2 cm)","Blanchette Hooker Rockefeller Fund","85.1958","Painting","Painting & Sculpture","1958-04-22","Y",78732,"http://www.moma.org/collection/works/78732","",NA,NA,NA,140.6,NA,NA,230.2,NA,NA
"342",73269,"Perpetual Possibility","Knud Merrild","3937","American, born Denmark.1894–1954","American","1894","1954","Male","1942","Enamel on composition board, mounted on plywood","20 x 16 1/8"" (50.8 x 41.1 cm)","Gift of Mrs. Knud Merrild","85.1960","Painting","Painting & Sculpture","1960-05-02","Y",78733,"http://www.moma.org/collection/works/78733","http://www.moma.org/media/W1siZiIsIjE3MjQ0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e20fbf3c63a01d54",NA,NA,NA,50.8,NA,NA,41.1,NA,NA
"343",73270,"Opus 217. Against the Enamel of a Background Rhythmic with Beats and Angles, Tones, and Tints, Portrait of M. Félix Fénéon in 1890","Paul Signac","5421","French, 1863–1935","French","1863","1935","Male","1890","Oil on canvas","29 x 36 1/2"" (73.5 x 92.5 cm)","Fractional gift of Mr. and Mrs. David Rockefeller","85.1991","Painting","Painting & Sculpture","1991-04-08","Y",78734,"http://www.moma.org/collection/works/78734","http://www.moma.org/media/W1siZiIsIjE1MTUxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e3e9ed2490b13477",NA,NA,NA,73.5,NA,NA,92.5,NA,NA
"344",73271,"Interior with a Violin Case","Henri Matisse","3832","French, 1869–1954","French","1869","1954","Male","Nice, winter 1918-19","Oil on canvas","28 3/4 x 23 5/8"" (73 x 60 cm)","Lillie P. Bliss Collection","86.1934","Painting","Painting & Sculpture","1934-09-23","Y",78735,"http://www.moma.org/collection/works/78735","http://www.moma.org/media/W1siZiIsIjE1MTUxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=058b04d173d177f2",NA,NA,NA,73,NA,NA,60,NA,NA
"345",73272,"The Anxious Journey","Giorgio de Chirico","1106","Italian, born Greece. 1888–1978","Italian","1888","1978","Male","Paris, spring-summer 1913","Oil on canvas","29 1/4 x 42"" (74.3 x 106.7 cm)","Acquired through the Lillie P. Bliss Bequest","86.1950","Painting","Painting & Sculpture","1950-04-24","Y",78736,"http://www.moma.org/collection/works/78736","http://www.moma.org/media/W1siZiIsIjE1MTUxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cc2e22867f98aab9",NA,NA,NA,74.3,NA,NA,106.7,NA,NA
"346",73273,"Anna Zborowska","Amedeo Modigliani","4038","Italian, 1884–1920","Italian","1884","1920","Male","1917","Oil on canvas","51 1/4 x 32"" (130.2 x 81.3 cm)","Lillie P. Bliss Collection","87.1934","Painting","Painting & Sculpture","1934-09-23","Y",78737,"http://www.moma.org/collection/works/78737","http://www.moma.org/media/W1siZiIsIjE1MTUxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6bcbdbaab289decc",NA,NA,NA,130.2,NA,NA,81.3,NA,NA
"347",73274,"The Nostalgia of the Infinite","Giorgio de Chirico","1106","Italian, born Greece. 1888–1978","Italian","1888","1978","Male","Paris 1912-13? (dated on painting 1911)","Oil on canvas","53 1/4 x 25 1/2"" (135.2 x 64.8 cm)","Purchase","87.1936","Painting","Painting & Sculpture","1936-12-17","Y",78738,"http://www.moma.org/collection/works/78738","http://www.moma.org/media/W1siZiIsIjEyMTQ5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1fd77b62bd42b049",NA,NA,NA,135.2,NA,NA,64.8,NA,NA
"348",73275,"Lita Curtain Star [Lita Hornick]","Andy Warhol","6246","American, 1928–1987","American","1928","1987","Male","1968","Synthetic polymer paint and silkscreen ink on eight canvases","Each canvas 27 x 26 7/8"" (68.6 x 68.3 cm), overall  55 1/2"" x 9' 3""  (141 x 282 cm)","Gift of Lita Hornick","87.1991.a-h","Painting","Painting & Sculpture","1991-04-08","Y",78739,"http://www.moma.org/collection/works/78739","http://www.moma.org/media/W1siZiIsIjY5MzQ2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=8e925c67f6c8b925",NA,NA,NA,68.6,NA,NA,68.3,NA,NA
"349",73276,"Agony","Arshile Gorky","2252","American, born Armenia. 1904–1948","American","1904","1948","Male","1947","Oil on canvas","40 x 50 1/2"" (101.6 x 128.3 cm)","A. Conger Goodyear Fund","88.1950","Painting","Painting & Sculpture","1950-04-24","Y",78740,"http://www.moma.org/collection/works/78740","http://www.moma.org/media/W1siZiIsIjIwNTMxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=600ddc460eb72313",NA,NA,NA,101.6,NA,NA,128.3,NA,NA
"350",73277,"Nocturnal Encounters","Joseph Mellor Hanson","2494","British, 1900–1963","British","1900","1963","Male","1949","Oil on canvas","35 1/8 x 45 1/8"" (89.2 x 115.2 cm)","Given anonymously","89.1950","Painting","Painting & Sculpture","1950-04-24","Y",78742,"http://www.moma.org/collection/works/78742","http://www.moma.org/media/W1siZiIsIjIwODE3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=16cc475468171e7c",NA,NA,NA,89.2,NA,NA,115.2,NA,NA
"351",73278,"Number 172","Miguel Ocampo","4371","Argentine, born 1922","Argentine","1922","0","Male","1957","Oil on canvas","21 1/4 x 31 7/8"" (54 x 81 cm)","Inter-American Fund","89.1958","Painting","Painting & Sculpture","1958-04-22","Y",78743,"http://www.moma.org/collection/works/78743","http://www.moma.org/media/W1siZiIsIjIyNjE5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cb7cd83b4957211c",NA,NA,NA,54,NA,NA,81,NA,NA
"352",73279,"Homestead","John Kane","2982","American, born Scotland. 1860–1934","American","1860","1934","Male","c. 1929?","Oil on canvas","24 x 27"" (61 x 68.6 cm)","Gift of Abby Aldrich Rockefeller","90.1935","Painting","Painting & Sculpture","1935-06-13","Y",78744,"http://www.moma.org/collection/works/78744","http://www.moma.org/media/W1siZiIsIjIwODE3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1f9a54aa5a0daa81",NA,NA,NA,61,NA,NA,68.6,NA,NA
"353",73280,"Equals Infinity","Paul Klee","3130","German, born Switzerland. 1879–1940","German","1879","1940","Male","1932","Oil on canvas mounted on wood","20 1/4 x 26 7/8"" (51.4 x 68.3 cm)","Acquired through the Lillie P. Bliss Bequest","90.1950","Painting","Painting & Sculpture","1950-04-24","Y",78745,"http://www.moma.org/collection/works/78745","http://www.moma.org/media/W1siZiIsIjY5MjI4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=115106cb539a2ae7",NA,NA,NA,51.4,NA,NA,68.3,NA,NA
"354",73281,"The King","Kurt Seligmann","5337","American, 1900–1962","American","1900","1962","Male","1960","Oil on canvas","24 1/4 x 20"" (61.4 x 50.7 cm)","Gift of Stamo Papadaki (by exchange)","91.1960","Painting","Painting & Sculpture","1960-05-02","Y",78746,"http://www.moma.org/collection/works/78746","http://www.moma.org/media/W1siZiIsIjIyNjIxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e9de450c41ec47db",NA,NA,NA,61.4,NA,NA,50.7,NA,NA
