"","X","Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference..cm.","Depth..cm.","Diameter..cm.","Height..cm.","Length..cm.","Weight..kg.","Width..cm.","Seat.Height..cm.","Duration..sec.."
"963",73897,"Mutation Whitsun Series 2","Bernard Cohen","1172","British, born 1933","British","1933","0","Male","1960","Oil and enamel on canvas","54 3/8 x 66 1/4"" (138 x 168 cm)","Philip Johnson Fund","360.1960","Painting","Painting & Sculpture","1960-11-16","Y",79533,"http://www.moma.org/collection/works/79533","",NA,NA,NA,138,NA,NA,168,NA,NA
"964",73898,"Kastura","Frank Stella","5640","American, born 1936","American","1936","0","Male","1979","Oil and epoxy on aluminum, and wire mesh","9' 7"" x 7' 8"" x 30"" (292.1 x 233.7 x 76.2 cm)","Acquired through the Mr. and Mrs. Victor Ganz, Mr. and Mrs. Donald H. Peters, and Mr. and Mrs. Charles Zadok Funds","361.1980","Painting","Painting & Sculpture","1980-03-11","Y",79536,"http://www.moma.org/collection/works/79536","http://www.moma.org/media/W1siZiIsIjE2NTgxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a61401a30f81a5af",NA,76.2,NA,292.1,NA,NA,233.7,NA,NA
"965",73899,"Explosion","André Lanskoy","3379","French, born Russia. 1902–1976","French","1902","1976","Male","1958","Oil on canvas","57 1/2 x 38 1/4"" (146 x 97.2 cm)","Gift of Louis Carré","362.1960","Painting","Painting & Sculpture","1960-11-16","Y",79537,"http://www.moma.org/collection/works/79537","http://www.moma.org/media/W1siZiIsIjE4MDAzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c0ac1d5fa12da11d",NA,NA,NA,146,NA,NA,97.2,NA,NA
"966",73900,"Artist's Studio ""The Dance""","Roy Lichtenstein","3542","American, 1923–1997","American","1923","1997","Male","1974","Oil and magna on canvas","8' 1/8"" x 10' 8 1/8"" (244.3 x 325.5 cm)","Gift of Mr. and Mrs. S. I. Newhouse, Jr.","362.1990","Painting","Painting & Sculpture","1990-10-09","Y",79538,"http://www.moma.org/collection/works/79538","http://www.moma.org/media/W1siZiIsIjI0ODY5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=431913dcd3c2d084",NA,NA,NA,244.2,NA,NA,325.4,NA,NA
"967",73901,"Box and Shadow","Philip Guston","2419","American, born Canada. 1913–1980","American","1913","1980","Male","1978","Oil on canvas","69 1/8"" x 8' 2 5/8"" (175.6 x 250.5 cm)","Gift of Musa Guston","362.1991","Painting","Painting & Sculpture","1991-12-09","Y",79539,"http://www.moma.org/collection/works/79539","http://www.moma.org/media/W1siZiIsIjYxMzExIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=e5707f1a0ddab0b0",NA,NA,NA,175.6,NA,NA,250.5,NA,NA
"968",73902,"Untitled #6","Agnes Martin","3787","American, born Canada. 1912–2004","American","1912","2004","Female","1989","Synthetic polymer paint and pencil on canvas","71 7/8"" x 6' (182.7 x 182.9 cm)","Gift of the American Art Foundation","363.1990","Painting","Painting & Sculpture","1990-10-09","Y",79540,"http://www.moma.org/collection/works/79540","http://www.moma.org/media/W1siZiIsIjE1MTI5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3f0030e39e11626f",NA,NA,NA,182.6,NA,NA,182.9,NA,NA
"969",73903,"City Limits","Philip Guston","2419","American, born Canada. 1913–1980","American","1913","1980","Male","1969","Oil on canvas","6' 5"" x 8' 7 1/4"" (195.6 x 262.2 cm)
","Gift of Musa Guston","363.1991","Painting","Painting & Sculpture","1991-12-09","Y",79541,"http://www.moma.org/collection/works/79541","http://www.moma.org/media/W1siZiIsIjU2OTYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=a865e489f2c08c45",NA,NA,NA,195.6,NA,NA,262.2,NA,NA
"970",73904,"Landscape at Collioure","Henri Matisse","3832","French, 1869–1954","French","1869","1954","Male","Collioure, summer 1905","Oil on canvas","15 1/4 x 18 3/8"" (38.8 x 46.6 cm)","Gift and bequest of Louise Reinhardt Smith","364.1990","Painting","Painting & Sculpture","1990-10-09","Y",79542,"http://www.moma.org/collection/works/79542","http://www.moma.org/media/W1siZiIsIjE1MTI5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6d7af2f7c5259680",NA,NA,NA,38.7,NA,NA,46.7,NA,NA
"971",73905,"East Coker-Tse","Philip Guston","2419","American, born Canada. 1913–1980","American","1913","1980","Male","1979","Oil on canvas","42 x 48"" (106.7 x 122 cm)
","Gift of Musa Guston","364.1991","Painting","Painting & Sculpture","1991-12-09","Y",79543,"http://www.moma.org/collection/works/79543","http://www.moma.org/media/W1siZiIsIjE2MDUzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=721f84696daf0c53",NA,NA,NA,106.7,NA,NA,122,NA,NA
"972",73906,"Taillade","Joan Mitchell","4026","American, 1925–1992","American","1925","1992","Female","1990","Oil on canvas, two panels","8' 6 1/4"" x 13' 1 1/2""(259.8 x 400 cm)","Gift of Galerie Jean Fournier, Enid A. Haupt Fund, and Helen Acheson Bequest (by exchange)","365.1990.a-b","Painting","Painting & Sculpture","1990-10-09","Y",79544,"http://www.moma.org/collection/works/79544","http://www.moma.org/media/W1siZiIsIjE1MTI5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=efd3305929feba15",NA,NA,NA,259.7,NA,NA,400,NA,NA
"973",73907,"North","Philip Guston","2419","American, born Canada. 1913–1980","American","1913","1980","Male","1961-62","Oil on canvas","69"" x 6' 5"" (175.3 x 195.6 cm)
","Gift of Musa Guston","365.1991","Painting","Painting & Sculpture","1991-12-09","Y",79545,"http://www.moma.org/collection/works/79545","http://www.moma.org/media/W1siZiIsIjE1MTI5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=516683e582c6d62e",NA,NA,NA,175.3,NA,NA,195.6,NA,NA
"974",73908,"I Got Up...","On Kawara","3030","Japanese, 1933–2014","Japanese","1933","0","Male","1977","Ink and stamps on postcards","Each postcard 4 x 5 7/8"" (10.2 x 15 cm), each frame 53 3/4 x 11 1/4 x 1 3/4"" (136.5 x 28.6 x 4.4 cm)","Gift of Angela Westwater","366.1991.1-27","Painting","Painting & Sculpture","1991-12-09","Y",79546,"http://www.moma.org/collection/works/79546","http://www.moma.org/media/W1siZiIsIjEzNjMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fbf6ad0392f98ee3",NA,NA,NA,10.2,NA,NA,14.9,NA,NA
"975",73909,"A-Hunting He Would Go","Patrick J. Sullivan","5724","American, 1894–1967","American","1894","1967","Male","1940","Oil on canvas","26 1/4 x 36 1/8"" (66.7 x 91.8 cm)","Purchase","370.1941","Painting","Painting & Sculpture","1941-01-16","Y",79547,"http://www.moma.org/collection/works/79547","http://www.moma.org/media/W1siZiIsIjE3OTg5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ae71ed60f877e69f",NA,NA,NA,66.7,NA,NA,91.8,NA,NA
"976",73910,"Sleepers, II","George Tooker","5900","American, 1920–2011","American","1920","2011","Male","1959","Tempera on wood panel","16 1/8 x 28"" (40.8 x 71.1 cm)","Larry Aldrich Foundation Fund","370.1960","Painting","Painting & Sculpture","1960-05-02","Y",79548,"http://www.moma.org/collection/works/79548","http://www.moma.org/media/W1siZiIsIjE2MTM2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0386728557b1e534",NA,NA,NA,40.8,NA,NA,71.1,NA,NA
"977",73911,"On the Cliff at Pourville, Clear Weather","Claude Monet","4058","French, 1840–1926","French","1840","1926","Male","1882","Oil on canvas","25 1/2 x 31 3/4"" (64.7 x 80.7 cm)","Bequest of Janice H. Levin","371.1991","Painting","Painting & Sculpture","1991-12-09","Y",79549,"http://www.moma.org/collection/works/79549","http://www.moma.org/media/W1siZiIsIjI0MjQwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=56dd0159d7907dfc",NA,NA,NA,64.7,NA,NA,80.7,NA,NA
"978",73912,"Skater","Alex Colville","1203","Canadian, 1920–2013","Canadian","1920","2013","Male","1964","Synthetic polymer paint on board","44 1/2 x 27 1/2"" (113 x 69.8 cm)","Gift of R. H. Donnelley Erdman (by exchange)","372.1965","Painting","Painting & Sculpture","1965-04-06","Y",79550,"http://www.moma.org/collection/works/79550","http://www.moma.org/media/W1siZiIsIjE4MjE4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=59aeed7e21553627",NA,NA,NA,113,NA,NA,69.8,NA,NA
"979",73913,"Study for Les Demoiselles D'Avignon","Pablo Picasso","4609","Spanish, 1881–1973","Spanish","1881","1973","Male","Paris, early 1907","Oil on canvas","7 1/2 x 8"" (18.5 x 20.3 cm) (irregular)","Acquired through the Lillie P. Bliss Bequest","372.1991","Painting","Painting & Sculpture","1991-12-09","Y",79551,"http://www.moma.org/collection/works/79551","http://www.moma.org/media/W1siZiIsIjE1MTI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8a8842905b5db58f",NA,NA,NA,19,NA,NA,20.3,NA,NA
"980",73914,"Bombardment of the Optic Nerve, II","Miroslav Sutej","5737","Yugoslav, 1936–2005","Yugoslav","1936","2005","Male","1963","Tempera and pencil on canvas","6' 7"" (200.5 cm) in diameter","Larry Aldrich Foundation Fund","373.1965","Painting","Painting & Sculpture","1965-04-06","Y",79553,"http://www.moma.org/collection/works/79553","http://www.moma.org/media/W1siZiIsIjI2NTYwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=12084da63063baa5",NA,NA,200.7,NA,NA,NA,NA,NA,NA
"981",73915,"Landscape at La Ciotat","Georges Braque","744","French, 1882–1963","French","1882","1963","Male","La Ciotat, summer 1907","Oil on canvas","28 1/4 x 23 3/8"" (71.7 x 59.4 cm)","Acquired through the Katherine S. Dreier and Adele R. Levy Bequests","373.1975","Painting","Painting & Sculpture","1975-12-09","Y",79554,"http://www.moma.org/collection/works/79554","http://www.moma.org/media/W1siZiIsIjE1MTI5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=99d80b80b3a0a44a",NA,NA,NA,71.7,NA,NA,59.4,NA,NA
"982",73916,"Muscular Paper","David Salle","5124","American, born 1952","American","1952","0","Male","1985","Oil, synthetic polymer paint, and charcoal on canvas and fabric, with painted wood, in three parts","Overall  8' 2 1/8"" x 15' 7 1/8"" (249.3 x 475 cm)","Gift of Douglas S. Cramer Foundation","373.1991.a-c","Painting","Painting & Sculpture","1991-12-09","Y",79555,"http://www.moma.org/collection/works/79555","http://www.moma.org/media/W1siZiIsIjE1MTMwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=311874019949cc29",NA,NA,NA,249.2,NA,NA,475.3,NA,NA
"983",73917,"Chasuble","Henri Matisse","3832","French, 1869–1954","French","1869","1954","Male","1950-52 (manufactured 1955)","Satin, silk, and velvet","46 x 76"" (116.8 x 193 cm) front, 51 x 76"" (129.5 x 193 cm) back","Gift of Mrs. Charles Suydam Cutting","374.1955","Painting","Painting & Sculpture","1955-11-23","Y",79556,"http://www.moma.org/collection/works/79556","http://www.moma.org/media/W1siZiIsIjIwODg0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=542ff61c453a8ebe",NA,NA,NA,NA,NA,NA,193,NA,NA
"984",73918,"From East to West","Ulysse Comtois","1205","Canadian, 1931–1999","Canadian","1931","1999","Male","1961","Oil on canvas","24 x 30"" (60.9 x 76.4 cm)","Gift of the Women's Committee of the Art Gallery of Toronto","374.1961","Painting","Painting & Sculpture","1961-12-13","Y",79557,"http://www.moma.org/collection/works/79557","http://www.moma.org/media/W1siZiIsIjE3ODM4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c5cf2e97fd4eb020",NA,NA,NA,60.9,NA,NA,76.4,NA,NA
"985",73919,"Necromancer","Philip Taaffe","6654","American, born 1955","American","1955","0","Male","1989-90","Synthetic polymer paint and pasted paper on canvas","7' 5 3/8"" x 68 3/4"" (227 x 174.6 cm)","Bernhill Fund, Gerald S. Elliott Fund and Barbara Jakobson Fund","374.1991","Painting","Painting & Sculpture","1991-12-09","Y",79558,"http://www.moma.org/collection/works/79558","http://www.moma.org/media/W1siZiIsIjE1OTIxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2ff18f0211dc643f",NA,NA,NA,227,NA,NA,174.6,NA,NA
"986",73920,"Chasuble","Henri Matisse","3832","French, 1869–1954","French","1869","1954","Male","c. 1950","Crepe with crepe appliqué, lined and embroidered","76 x 47 3/4 x 48"" (193 x 121.3 x 121.9 cm)","Gift of Philip Johnson","375.1955","Painting","Painting & Sculpture","1955-11-23","Y",79559,"http://www.moma.org/collection/works/79559","",NA,NA,NA,NA,NA,NA,193,NA,NA
"987",73921,"Reclining Figure","Graham Coughtry","1271","Canadian, 1931–1999","Canadian","1931","1999","Male","1961","Oil on canvas","52 3/4 x 51"" (134.3 x 129.7 cm)","Gift of Emilio del Junco","375.1961","Painting","Painting & Sculpture","1961-12-13","Y",79560,"http://www.moma.org/collection/works/79560","http://www.moma.org/media/W1siZiIsIjMzOTE0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a666544d6dcac181",NA,NA,NA,134.3,NA,NA,129.7,NA,NA
"988",73922,"Andromeda","André Masson","3821","French, 1896–1987","French","1896","1987","Male","1943","Tempera and sand on canvasboard","12 5/8 x 10"" (31.9 x 25.4 cm)","Gift of Ruth Gilliland Hardman and William Kistler III","376.1975","Painting","Painting & Sculpture","1975-12-09","Y",79561,"http://www.moma.org/collection/works/79561","http://www.moma.org/media/W1siZiIsIjE2MjEyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=566be0001392ac8d",NA,NA,NA,31.9,NA,NA,25.4,NA,NA
"989",73923,"Male Model","Henri Matisse","3832","French, 1869–1954","French","1869","1954","Male","Paris, c. 1900","Oil on canvas","39 1/8 x 28 5/8"" (99.3 x 72.7 cm)","Kay Sage Tanguy and Abby Aldrich Rockefeller Funds","377.1975","Painting","Painting & Sculpture","1975-12-09","Y",79562,"http://www.moma.org/collection/works/79562","http://www.moma.org/media/W1siZiIsIjE5MzI2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b126a9b52b3e7f39",NA,NA,NA,99.3,NA,NA,72.7,NA,NA
"990",73924,"Flotsam at Noon","Adolph Gottlieb","2268","American, 1903–1974","American","1903","1974","Male","1952","Oil on canvas","36 1/8 x 48"" (91.7 x 121.7 cm)","Gift of Samuel A. Berger","378.1961","Painting","Painting & Sculpture","1961-12-13","Y",79563,"http://www.moma.org/collection/works/79563","http://www.moma.org/media/W1siZiIsIjI1NTgzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c7947da03e818c0f",NA,NA,NA,91.7,NA,NA,121.7,NA,NA
"991",73925,"Hailstorm in Alberta","William Kurelek","3305","Canadian, 1927–1977","Canadian","1927","1977","Male","1961","Oil on composition board","27 1/4 x 19"" (69.3 x 48.2 cm)","Gift of the Women's Committee of the Art Gallery of Toronto","380.1961","Painting","Painting & Sculpture","1961-12-13","Y",79564,"http://www.moma.org/collection/works/79564","http://www.moma.org/media/W1siZiIsIjE2ODY1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5a6ddc59e9cc583e",NA,NA,NA,69.3,NA,NA,48.2,NA,NA
"992",73926,"St. Matthew's Description of the End of the World","Bob Thompson","5858","American, 1937–1965","American","1937","1965","Male","1964","Oil on canvas","6' x 60 1/8"" (182.8 x 152.8 cm)","Blanchette Hooker Rockefeller Fund","380.1971","Painting","Painting & Sculpture","1971-04-13","Y",79565,"http://www.moma.org/collection/works/79565","http://www.moma.org/media/W1siZiIsIjE2MjEyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9cdfcb376854acd0",NA,NA,NA,182.8,NA,NA,152.8,NA,NA
"993",73927,"AAYH 74","Lynton Wells","6307","American, born 1940","American","1940","0","Male","1974","Synthetic polymer paint and oil on photosensitized linen, three panels","each 7' 1/8"" x 42"" (213.6 x 106.7 cm), overall 7' 1/8"" x 10' 7 1/8"" (213.6 x 323 cm)","Purchased with the aid of funds from the National Endowment for the Arts and an anonymous donor","380.1975.a-c","Painting","Painting & Sculpture","1975-12-09","Y",79566,"http://www.moma.org/collection/works/79566","",NA,0,NA,213.6,NA,NA,323,NA,NA
"994",73928,"Continuous on Red","Alexander Liberman","3537","American, born Russia. 1912–1999","American","1912","1999","Male","1960","Oil on canvas","6' 8"" (203 cm) in diameter","Gift of Mr. and Mrs. Fernand Leval","381.1961","Painting","Painting & Sculpture","1961-12-13","Y",79568,"http://www.moma.org/collection/works/79568","http://www.moma.org/media/W1siZiIsIjYxMzEzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=91f21191227d4a64",NA,NA,203.2,NA,NA,NA,NA,NA,NA
"995",73929,"Age of Rectangles","Carroll Dunham","1652","American, born 1949","American","1949","0","Male","1983-85","Casein, dry pigment, vinyl paint, casein emulsion, color pencil, charcoal, carbon pencil, and ink on rosewood, birch, ash, and mahogany, three panels and one inset","7' 8"" x 58"" (233.7 x 147.3 cm)","Gift of Emily Fisher Landau","382.1986.a-c","Painting","Painting & Sculpture","1986-10-14","Y",79570,"http://www.moma.org/collection/works/79570","http://www.moma.org/media/W1siZiIsIjE1MTMwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c65b70392aaa126b",NA,NA,NA,101.6,NA,NA,147.3,NA,NA
"996",73930,"U.S. Highway 1, Number 5","Allan D'Arcangelo","1349","American, 1930–1998","American","1930","1998","Male","1962","Synthetic polymer paint on canvas","70 x 6' 9 1/2"" (177.6 x 207 cm)","Gift of Mr. and Mrs. Herbert Fischbach","383.1966","Painting","Painting & Sculpture","1966-06-07","Y",79572,"http://www.moma.org/collection/works/79572","http://www.moma.org/media/W1siZiIsIjIwODg1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3dd4c14836b5a8a2",NA,NA,NA,177.6,NA,NA,207,NA,NA
"997",73931,"Majestic","Saliba Douaihy","1598","American, born Lebanon. 1915–1994","American","1915","1994","Male","1965","Synthetic polymer paint on canvas","46 1/4 x 54"" (117.3 x 137.1 cm)","Gift of Y. K. Bedas","384.1966","Painting","Painting & Sculpture","1966-06-07","Y",79573,"http://www.moma.org/collection/works/79573","http://www.moma.org/media/W1siZiIsIjE4MjE4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a351de33f0a692a6",NA,NA,NA,117.3,NA,NA,137.1,NA,NA
"998",73932,"Frank Stella, ""Sabra I,"" 1967","Richard Pettibone","4587","American, born 1938","American","1938","0","Male","1968","Synthetic polymer paint on canvas","6 3/16 x 6 3/16 x 1/2"" (15.7 x 15.7 x 1.3 cm)","Gift of Laura-Lee and Robert Woods","384.1992.1","Painting","Painting & Sculpture","1992-06-08","Y",79574,"http://www.moma.org/collection/works/79574","http://www.moma.org/media/W1siZiIsIjExODQxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=50e9499521d0dfd3",NA,NA,NA,12.7,NA,NA,25.3,NA,NA
"999",73933,"Frank Stella, ""Darabjerd II,"" 1967","Richard Pettibone","4587","American, born 1938","American","1938","0","Male","1968","Synthetic polymer paint on canvas","6 3/16 x 9 1/2 x 1/2"" (15.7 x 24.1 x 1.3 cm)","Gift of Laura-Lee and Robert Woods","384.1992.10","Painting","Painting & Sculpture","1992-06-08","Y",79576,"http://www.moma.org/collection/works/79576","http://www.moma.org/media/W1siZiIsIjExODQyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5e364c031a36875b",NA,NA,NA,12.7,NA,NA,25.3,NA,NA
"1000",73934,"Frank Stella, ""Sabra II,"" 1967","Richard Pettibone","4587","American, born 1938","American","1938","0","Male","1968","Synthetic polymer paint on canvas","6 3/16 x 6 3/16 x 1/2"" (15.7 x 15.7 x 1.3 cm)","Gift of Laura-Lee and Robert Woods","384.1992.2","Painting","Painting & Sculpture","1992-06-08","Y",79577,"http://www.moma.org/collection/works/79577","http://www.moma.org/media/W1siZiIsIjExODQyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1ae30c107f054171",NA,NA,NA,12.7,NA,NA,25.3,NA,NA
"1001",73935,"Frank Stella, ""Sabra III,"" 1967","Richard Pettibone","4587","American, born 1938","American","1938","0","Male","1968","Synthetic polymer paint on canvas","6 3/16 x 6 3/16 x 1/2"" (15.7 x 15.7 x 1.3 cm)","Gift of Laura-Lee and Robert Woods","384.1992.3","Painting","Painting & Sculpture","1992-06-08","Y",79578,"http://www.moma.org/collection/works/79578","http://www.moma.org/media/W1siZiIsIjExODQyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4da7750654a62f94",NA,NA,NA,12.7,NA,NA,25.3,NA,NA
"1002",73936,"Frank Stella, ""Takht-i-Sulayman I,"" 1967","Richard Pettibone","4587","American, born 1938","American","1938","0","Male","1968","Synthetic polymer paint on canvas","6 3/16 x 12 1/8 x 1/2"" (15.7 x 30.8 x 1.3 cm)","Gift of Laura-Lee and Robert Woods","384.1992.4","Painting","Painting & Sculpture","1992-06-08","Y",79579,"http://www.moma.org/collection/works/79579","http://www.moma.org/media/W1siZiIsIjExODQyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0e980b323eab62c4",NA,NA,NA,12.7,NA,NA,25.3,NA,NA
"1003",73937,"Frank Stella, ""Hiraqla II,"" 1967","Richard Pettibone","4587","American, born 1938","American","1938","0","Male","1968","Synthetic polymer paint on canvas","6 3/16 x 12 1/4 x 1/2"" (15.7 x 31.1 x 1.3 cm)","Gift of Laura-Lee and Robert Woods","384.1992.5","Painting","Painting & Sculpture","1992-06-08","Y",79580,"http://www.moma.org/collection/works/79580","http://www.moma.org/media/W1siZiIsIjExODQyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a7a4ca30e5e63a2b",NA,NA,NA,12.7,NA,NA,25.3,NA,NA
"1004",73938,"Frank Stella, ""Gur II,"" 1967","Richard Pettibone","4587","American, born 1938","American","1938","0","Male","1968","Synthetic polymer paint on canvas","6 3/16 x 9 3/16 x 1/2"" (15.7 x 23.3 x 1.3 cm)","Gift of Laura-Lee and Robert Woods","384.1992.6","Painting","Painting & Sculpture","1992-06-08","Y",79581,"http://www.moma.org/collection/works/79581","http://www.moma.org/media/W1siZiIsIjExODQyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=784ba251d1312000",NA,NA,NA,12.7,NA,NA,25.3,NA,NA
"1005",73939,"Frank Stella, ""Sinjerli II,"" 1967","Richard Pettibone","4587","American, born 1938","American","1938","0","Male","1971","Synthetic polymer paint on canvas","6 3/16"" (15.7 cm) diameter x 1/2"" (1.3 cm)","Gift of Laura-Lee and Robert Woods","384.1992.7","Painting","Painting & Sculpture","1992-06-08","Y",79582,"http://www.moma.org/collection/works/79582","http://www.moma.org/media/W1siZiIsIjExODQyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1baebb0b2b22dcaf",NA,NA,NA,12.7,NA,NA,25.3,NA,NA
"1006",73940,"Frank Stella, ""Sinjerli III,"" 1968","Richard Pettibone","4587","American, born 1938","American","1938","0","Male","1969","Synthetic polymer paint on canvas","6 1/8"" (15.6 cm) diameter x 1/2"" (1.3 cm)","Gift of Laura-Lee and Robert Woods","384.1992.8","Painting","Painting & Sculpture","1992-06-08","Y",79583,"http://www.moma.org/collection/works/79583","http://www.moma.org/media/W1siZiIsIjExODQyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=38a02c38dd6486ad",NA,NA,NA,12.7,NA,NA,25.3,NA,NA
"1007",73941,"Frank Stella, ""Darabjerd I,"" 1967","Richard Pettibone","4587","American, born 1938","American","1938","0","Male","1968","Synthetic polymer paint on canvas","6 3/16 x 9 1/2 x 1/2"" (15.7 x 24.1 x 1.3 cm)","Gift of Laura-Lee and Robert Woods","384.1992.9","Painting","Painting & Sculpture","1992-06-08","Y",79584,"http://www.moma.org/collection/works/79584","http://www.moma.org/media/W1siZiIsIjExODQyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=92dfae361e6b10b7",NA,NA,NA,12.7,NA,NA,25.3,NA,NA
"1008",73942,"Ladybug","Joan Mitchell","4026","American, 1925–1992","American","1925","1992","Female","1957","Oil on canvas","6' 5 7/8"" x 9' (197.9 x 274 cm)","Purchase","385.1961","Painting","Painting & Sculpture","1961-12-13","Y",79586,"http://www.moma.org/collection/works/79586","http://www.moma.org/media/W1siZiIsIjE4MTc2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=260eb2cf564d4438",NA,NA,NA,197.9,NA,NA,274,NA,NA
"1009",73943,"Atoll","Mel Bochner","625","American, born 1940","American","1940","0","Male","1983","Oil on canvas","9' 2 3/4"" x 7' 7"" (281.3 x 231.2 cm)","Gift of Gerald S. Elliott","385.1992","Painting","Painting & Sculpture","1992-10-05","Y",79587,"http://www.moma.org/collection/works/79587","",NA,NA,NA,281.3,NA,NA,231.2,NA,NA
